Company,Laid Off,Date
Intel,22000,4/23/2025
Zopper,100,4/17/2025
Turo,150,4/16/2025
AppLovin,97,4/16/2025
Smashing,7,4/16/2025
GupShup,200,4/15/2025
Forto,200,4/12/2025
Five9,123,4/3/2025
Automattic,281,4/2/2025
Canva,10,4/2/2025
Northvolt,2800,3/31/2025
Palantir,120,3/27/2025
Block,931,3/25/2025
Niantic,68,3/25/2025
Prefect,20,3/25/2025
Brightcove,198,3/19/2025
Acxiom,130,3/19/2025
HelloFresh,273,3/17/2025
Otorio,45,3/17/2025
ActiveFence,22,3/13/2025
D-ID,22,3/10/2025
Wayfair ,340,3/7/2025
Hewlett Packard Enterprise,2500,3/6/2025
TikTok,300,3/6/2025
LiveRamp,65,3/5/2025
Ola Electric,1000,3/3/2025
HP,2000,2/28/2025
Grubhub,500,2/28/2025
Autodesk,1350,2/27/2025
Digimarc,90,2/27/2025
Flywire,125,2/26/2025
eBay,20,2/26/2025
Skybox Security,300,2/24/2025
Ibotta,70,2/22/2025
Zendesk,51,2/21/2025
SeatGeek,150,2/20/2025
Vendease,120,2/19/2025
Logically,40,2/17/2025
Blue Origin,1000,2/13/2025
Metro Africa Xpress,150,2/13/2025
Redfin,450,2/12/2025
Zepz,200,2/12/2025
Meta,3600,2/10/2025
Wise,300,2/10/2025
Justworks,200,2/10/2025
MessageBird,120,2/10/2025
Sprinklr,500,2/6/2025
Workday,1750,2/5/2025
Outbrain,200,2/5/2025
Sonos,200,2/5/2025
SRTX,140,2/5/2025
Tabnine,15,2/5/2025
Hugging Face,10,2/5/2025
Cruise,1000,2/4/2025
Okta,180,2/4/2025
AppsFlyer,100,2/4/2025
Asana,100,2/4/2025
TripAdvisor,75,2/4/2025
Intel,58,2/4/2025
Salesforce,1000,2/3/2025
Sure,70,2/3/2025
Placer.ai,150,1/29/2025
Digital River,122,1/28/2025
Stripe,300,1/21/2025
Unbabel,66,1/20/2025
Chrono24,110,1/16/2025
Pocket FM,75,1/16/2025
Aurora Solar,58,1/16/2025
HeyJobs,90,1/15/2025
AppLovin,89,1/15/2025
ShareChat,27,1/15/2025
Textio,15,1/15/2025
Wayfair,730,1/10/2025
Pandion,63,1/10/2025
Icon,114,1/9/2025
Redfin,46,1/9/2025
Altruist,37,1/7/2025
SolarEdge,400,1/6/2025
GupShup,300,12/31/2024
Bench,450,12/27/2024
Lilium,1000,12/23/2024
Foundry,74,12/11/2024
Calendly,70,12/11/2024
Canoo,20,12/11/2024
Bluevine,100,12/10/2024
Carousell,76,12/6/2024
Circle,50,12/5/2024
Stash,88,12/4/2024
Booking Holdings,60,12/4/2024
Skai,80,12/3/2024
Lightspeed Commerce,200,12/2/2024
Kobo360,30,11/30/2024
Klub,60,11/29/2024
SolarEdge,500,11/27/2024
AlphaSense,150,11/27/2024
Ola Electric,500,11/22/2024
Adjust,304,11/22/2024
LinkedIn,202,11/21/2024
TrueLayer,71,11/15/2024
Better Collective,300,11/14/2024
Kuku FM,80,11/14/2024
AMD,1000,11/13/2024
AppLovin,120,11/13/2024
Chegg,319,11/12/2024
Forward,200,11/12/2024
Lyra Health,77,11/12/2024
Enphase Energy,500,11/11/2024
23andMe,200,11/11/2024
Sword Health,13,11/11/2024
Monarch Tractor,35,11/8/2024
Freshworks,660,11/7/2024
Just Eat,300,11/7/2024
Opendoor,300,11/7/2024
Akamai,250,11/7/2024
ShareFile,199,11/7/2024
Personio,115,11/7/2024
iRobot,105,11/6/2024
Outreach,67,11/6/2024
Incredibuild,18,11/4/2024
Atera,20,11/3/2024
Maven Clinic,60,11/1/2024
Dropbox,527,10/30/2024
Kraken,400,10/30/2024
Miro,275,10/30/2024
ConsenSys,163,10/29/2024
F5,100,10/29/2024
Coursera,150,10/25/2024
Catena Media,29,10/23/2024
Venminder,100,10/21/2024
Jellysmack,22,10/21/2024
Gigamon,69,10/15/2024
AppLovin,58,10/15/2024
Bytedance,500,10/11/2024
Nikola,130,10/11/2024
CareerBuilder + Monster,200,10/10/2024
BeepKart,130,10/8/2024
Eaze,500,10/7/2024
PubMatic,12,10/7/2024
AppLovin,65,10/3/2024
Tome,12,10/2/2024
ABBYY,200,10/1/2024
FreshBooks,140,10/1/2024
Vendease,68,9/30/2024
Marin Software,27,9/30/2024
Shein,17,9/30/2024
Drata,40,9/26/2024
Moov,50,9/25/2024
FreightWaves,16,9/24/2024
Northvolt,1600,9/23/2024
Healthy.io,40,9/22/2024
Reverb,40,9/20/2024
CarTrawler,40,9/19/2024
Spendesk,151,9/18/2024
Aakash,80,9/18/2024
Runtastic,170,9/16/2024
Microsoft,650,9/12/2024
Udemy,280,9/11/2024
Mobileye,100,9/9/2024
WeTransfer,260,9/8/2024
Center,8,9/7/2024
Goop,39,9/6/2024
ChargePoint,250,9/4/2024
Fly.io,40,9/4/2024
Lyft,30,9/4/2024
Dozee,40,9/2/2024
Dunzo,150,8/31/2024
Character.ai,6,8/29/2024
Brave,27,8/28/2024
Apple,100,8/27/2024
IBM,1000,8/26/2024
Tome Biosciences,131,8/26/2024
Velo3D,42,8/26/2024
Redfin,82,8/22/2024
Skip the Dishes,800,8/20/2024
Five9,190,8/20/2024
GoPro,139,8/19/2024
Paper,81,8/16/2024
Retention.com,15,8/16/2024
AppLovin,61,8/15/2024
Inuitive,16,8/15/2024
Sonos,100,8/14/2024
Grail,350,8/13/2024
Cisco,5600,8/9/2024
Branch.io,100,8/9/2024
iCIMS,69,8/9/2024
Submittable,40,8/8/2024
Eventbrite,100,8/7/2024
Axios Media,50,8/6/2024
Infineon,1400,8/5/2024
Jam City,85,8/5/2024
ShareChat,30,8/3/2024
Intel,15000,8/1/2024
Avaya,180,8/1/2024
Bungie,220,7/31/2024
Delivery Hero,200,7/31/2024
Moxion Power,248,7/29/2024
Pocket FM,200,7/27/2024
WayCool,200,7/26/2024
Humble Games,36,7/23/2024
Cohere,20,7/23/2024
Magic Leap,75,7/19/2024
Aqua Security,50,7/17/2024
EverC,16,7/17/2024
ON,60,7/16/2024
SolarEdge,400,7/15/2024
Salesforce,300,7/15/2024
Spotify,40,7/15/2024
Intuit,1800,7/10/2024
Redbox,1000,7/10/2024
UIPath,420,7/9/2024
UKG,2200,7/3/2024
OpenText,1200,7/3/2024
Unacademy,250,7/2/2024
Lightricks,70,7/1/2024
Upside Foods,26,7/1/2024
Sightful,20,7/1/2024
Priceline,103,6/28/2024
RealPage,260,6/27/2024
Planet,180,6/26/2024
Moxion Power,101,6/26/2024
Perion,35,6/25/2024
Flutterwave,30,6/24/2024
Ginkgo Bioworks,400,6/20/2024
Emma Sleep,200,6/19/2024
Moovit,20,6/19/2024
Wex,375,6/18/2024
PayPal,85,6/18/2024
Rapyd,30,6/18/2024
C2FO,16,6/18/2024
Chegg,441,6/17/2024
LOOP,23,6/16/2024
Care/of,143,6/15/2024
Satellogic,70,6/14/2024
Cypress.io,11,6/14/2024
Bytedance,450,6/12/2024
Paxos,65,6/12/2024
Paytm,3500,6/10/2024
Kissflow,45,6/10/2024
Copia,1060,6/6/2024
Revel,1000,6/6/2024
Simpl,30,6/6/2024
Oda,150,6/5/2024
Pagaya,100,6/5/2024
Aleph Farms,30,6/5/2024
MoonPay,30,6/5/2024
Microsoft,1000,6/3/2024
OrCam,100,6/3/2024
Google,100,5/31/2024
Tropic,40,5/31/2024
FlightStats,73,5/30/2024
ICANN,33,5/30/2024
Walnut,15,5/29/2024
Glovo,22,5/25/2024
Lucid Motors,400,5/24/2024
Satellogic,34,5/24/2024
Foursquare,105,5/23/2024
Guild,300,5/22/2024
Cue Health,180,5/22/2024
TikTok,1000,5/21/2024
Toshiba,4000,5/16/2024
Wefox,60,5/16/2024
Replit,30,5/16/2024
Atmosphere,100,5/15/2024
Singularity 6,36,5/15/2024
Indeed,1000,5/13/2024
Motional,550,5/10/2024
Rivian,120,5/10/2024
Google,57,5/10/2024
Vacasa,800,5/9/2024
Sight Diagnostics,40,5/9/2024
PrepLadder,145,5/8/2024
Simpl,100,5/8/2024
Arkane Studios,96,5/8/2024
Enovix,170,5/6/2024
Cue Health,230,5/3/2024
Rivian,150,5/3/2024
Luminar,140,5/3/2024
Sprinklr,116,5/3/2024
Bakkt,28,5/3/2024
Peloton,400,5/2/2024
Cabify,29,5/2/2024
Google,200,5/1/2024
Assurance,112,5/1/2024
Tesla,500,4/30/2024
RiseUp,50,4/30/2024
Getir,3300,4/29/2024
Ola,180,4/29/2024
Ninja Van,21,4/29/2024
HealthifyMe,150,4/27/2024
True Anomaly,30,4/25/2024
Freenome,100,4/23/2024
Heureka Group,100,4/23/2024
OutSystems,150,4/19/2024
The Good Glamm Group,150,4/18/2024
Showpad,50,4/18/2024
Stability AI,20,4/18/2024
Take-Two,579,4/16/2024
Tome,12,4/16/2024
Tesla,14000,4/15/2024
Criteo,140,4/12/2024
Glovo,25,4/12/2024
TikTok,250,4/11/2024
Fabric,30,4/11/2024
Cornershop,200,4/10/2024
Scaler,150,4/10/2024
Checkr,382,4/9/2024
Intel,62,4/9/2024
Trendsales,79,4/8/2024
Singularity 6,49,4/8/2024
Bolt.Earth,70,4/6/2024
Apple,614,4/4/2024
Lightspeed Commerce,280,4/3/2024
Ghost Autonomy,100,4/3/2024
Vivian Health,13,4/3/2024
Byju's,500,4/2/2024
Osso VR,67,4/1/2024
Identiq,20,4/1/2024
ChowNow,60,3/28/2024
Synctera,17,3/26/2024
Dell,6000,3/25/2024
ShopBack,195,3/19/2024
Orbotech,100,3/19/2024
Flock Freight,54,3/16/2024
Chipper Cash,20,3/15/2024
Ancestry,81,3/14/2024
Textio,14,3/14/2024
Stash,80,3/13/2024
Phantom Auto,100,3/12/2024
Deadspin,11,3/11/2024
Niche,24,3/8/2024
Turnitin,15,3/7/2024
Sorare,22,3/6/2024
MessageBird,90,3/5/2024
Edgio,80,3/4/2024
Melio,40,3/4/2024
Our Next Energy,40,3/4/2024
Project Ronin,150,3/1/2024
Pristyn Care,120,3/1/2024
Gro Intelligence,90,3/1/2024
Electronic Arts,670,2/28/2024
Vacasa,320,2/28/2024
OrCam,50,2/28/2024
Treasury Prime,40,2/28/2024
Sony Interactive,900,2/27/2024
Bumble,350,2/27/2024
PropertyGuru,79,2/27/2024
Expedia,1500,2/26/2024
WayCool,70,2/26/2024
Redesign Health,77,2/23/2024
Carbon Health,56,2/23/2024
Affirm,60,2/21/2024
Finder,60,2/21/2024
Aptiv,250,2/20/2024
Tails.com,55,2/20/2024
Farfetch,2000,2/16/2024
Voi,120,2/16/2024
Toast,550,2/15/2024
Sonder,106,2/15/2024
LinkSquares,90,2/15/2024
Storytel,80,2/15/2024
Gro Intelligence,20,2/15/2024
Cisco,4250,2/14/2024
Wint Wealth,19,2/14/2024
Instacart,250,2/13/2024
Redesign Health,77,2/13/2024
Mozilla,60,2/13/2024
Impinj,50,2/13/2024
Riskified,40,2/13/2024
SiriusXM,160,2/12/2024
Licious,80,2/9/2024
BlissClub,21,2/9/2024
Pure Storage,275,2/8/2024
Otovo,65,2/8/2024
Grammarly,230,2/7/2024
Fireblocks,20,2/7/2024
DocuSign,440,2/6/2024
Amazon,400,2/6/2024
Snap,500,2/5/2024
Drizly,168,2/5/2024
BillGO,80,2/5/2024
Impact.com,40,2/5/2024
Cue Health,245,2/2/2024
Top Hat,35,2/2/2024
Okta,400,2/1/2024
Zoom,150,2/1/2024
Illumina,111,2/1/2024
Polygon,60,2/1/2024
Proofpoint,280,1/31/2024
Trove Recommerce,130,1/31/2024
CircleCI,100,1/31/2024
Thinx,95,1/31/2024
Innoviz,60,1/31/2024
PayPal,2500,1/30/2024
Block,1000,1/30/2024
Kiwi.com,216,1/30/2024
Aurora Solar,111,1/30/2024
Wattpad,20,1/30/2024
TechCrunch,7,1/30/2024
iRobot,350,1/29/2024
DispatchHealth,88,1/29/2024
Salesforce,700,1/26/2024
Microsoft,1900,1/25/2024
Swiggy,400,1/25/2024
Veho,65,1/25/2024
Amperity,20,1/25/2024
MVPindex,12,1/25/2024
Cult.fit,100,1/24/2024
Personio,100,1/24/2024
Storytel,80,1/24/2024
SAP,8000,1/23/2024
eBay,1000,1/23/2024
Vroom,800,1/23/2024
Brex,282,1/23/2024
Cure.fit,120,1/23/2024
GoStudent,100,1/23/2024
Jellysmack,30,1/23/2024
GoTo,29,1/23/2024
Seedr,15,1/23/2024
Riot Games,530,1/22/2024
Xendit,200,1/22/2024
TikTok,60,1/22/2024
SolarEdge,900,1/21/2024
Wayfair,1650,1/19/2024
Amazon,30,1/18/2024
YouTube,100,1/17/2024
Sirplus,60,1/17/2024
SonderMind,49,1/16/2024
First Mode,48,1/16/2024
Veeam,300,1/12/2024
GrabCAD,13,1/12/2024
New Work SE,400,1/11/2024
Playtika,300,1/11/2024
Discord,170,1/11/2024
Inmobi,125,1/11/2024
Audible,100,1/11/2024
7Shifts,68,1/11/2024
Sisense,60,1/11/2024
Cloudflare,40,1/11/2024
Citrix,1000,1/10/2024
Google,1000,1/10/2024
IAC,330,1/10/2024
FreshDirect,100,1/10/2024
Beam Benefits,74,1/10/2024
Instagram,60,1/10/2024
Twitch,500,1/9/2024
Branch,85,1/9/2024
Nevro,63,1/9/2024
FullStory,50,1/9/2024
Uber Freight,40,1/9/2024
Rent the Runway,37,1/9/2024
Treasure Financial,14,1/9/2024
Humane,10,1/9/2024
Unity,1800,1/8/2024
Flipkart,1100,1/8/2024
NuScale Power,154,1/8/2024
Flexe,99,1/8/2024
Pitch,80,1/8/2024
BenchSci,70,1/8/2024
NanoString Technologies,50,1/6/2024
Cue Health,94,1/5/2024
Trigo,30,1/4/2024
Xerox,3000,1/3/2024
Lazada Group ,100,1/3/2024
Orca Security,60,1/3/2024
Frontdesk,200,1/2/2024
The Messenger,24,1/2/2024
Ocado,1000,12/31/2023
Paytm,1000,12/25/2023
Intel,311,12/21/2023
ShareChat,200,12/20/2023
InSightec,100,12/19/2023
Enphase Energy,350,12/18/2023
Udaan,100,12/18/2023
Checkout.com,80,12/18/2023
Arm Holdings,70,12/18/2023
eBay,20,12/17/2023
Glowforge,30,12/15/2023
Cruise,900,12/14/2023
Solarisbank,20,12/14/2023
Invitae,235,12/13/2023
Etsy,225,12/13/2023
Analog Devices,111,12/13/2023
ForgeRock,109,12/13/2023
Flex,31,12/13/2023
TomTom,45,12/12/2023
Chipper Cash,15,12/11/2023
Zulily,839,12/8/2023
Simplilearn,200,12/7/2023
Rivian,20,12/7/2023
Navan,145,12/6/2023
Tidal,40,12/6/2023
ZestMoney,150,12/5/2023
Navan,145,12/5/2023
Incredibuild,40,12/5/2023
Spotify,1500,12/4/2023
TuSimple,150,12/4/2023
Meow Wolf,8,12/4/2023
Loco,40,11/30/2023
Zepz,30,11/30/2023
Unity,265,11/28/2023
Dataminr,150,11/28/2023
VMware,2837,11/27/2023
Bytedance,1000,11/27/2023
Our Next Energy,128,11/27/2023
Alerzo,100,11/21/2023
McMakler,60,11/21/2023
Tulip Retail,25,11/21/2023
Jodo,100,11/20/2023
Physics Wallah,120,11/19/2023
NextGen Healthcare,84,11/17/2023
Sierra Space,115,11/16/2023
Paystack,33,11/16/2023
Chewy,200,11/14/2023
Sarcos,150,11/14/2023
Cake Group,50,11/14/2023
Amazon,180,11/13/2023
TripAdvisor,125,11/12/2023
Snap,20,11/8/2023
Oportun,185,11/7/2023
Zillow,23,11/7/2023
F5,120,11/3/2023
Viasat,800,11/2/2023
Beyond Meat,65,11/2/2023
Informatica,545,11/1/2023
Splunk,500,11/1/2023
Faire,250,11/1/2023
Sana Benefits,73,11/1/2023
StepStone,215,10/30/2023
Hubilo,50,10/30/2023
Hippo Insurance,120,10/26/2023
Graphy,50,10/26/2023
Salsify,110,10/25/2023
 F-Secure ,70,10/25/2023
Virgio,20,10/25/2023
SiFive,130,10/24/2023
Parity Technologies,100,10/23/2023
Roblox China,15,10/23/2023
Nomad Health,119,10/20/2023
Tropic,26,10/20/2023
Convoy,500,10/19/2023
Bullhorn,140,10/19/2023
LegalZoom,100,10/19/2023
StellarAlgo,21,10/19/2023
ManoMano,230,10/18/2023
Google,40,10/18/2023
WeTransfer,35,10/18/2023
Plume,24,10/18/2023
Expedia,100,10/17/2023
LinkedIn,660,10/16/2023
CityMall,90,10/16/2023
C2FO,80,10/16/2023
Kayak / OpenTable,80,10/16/2023
Bandcamp,58,10/16/2023
Adda247,300,10/14/2023
Qualcomm,1258,10/12/2023
Lending Club,172,10/12/2023
MariaDB,84,10/12/2023
Deepgram,20,10/11/2023
Neon,180,10/10/2023
Stitch Fix,558,10/9/2023
Carbon Health,114,10/9/2023
Blue Origin,40,10/9/2023
VTrips,75,10/7/2023
Juniper Networks,440,10/6/2023
InvestCloud,80,10/6/2023
Enovix,185,10/5/2023
Bizongo,50,10/5/2023
SchoolMint,29,10/5/2023
SeekOut,16,10/5/2023
Qualtrics,780,10/4/2023
Hopper,250,10/4/2023
Chainalysis,150,10/2/2023
Synapse,86,10/2/2023
Chia Network,26,10/2/2023
Cowbell,28,9/29/2023
N26,14,9/29/2023
Andgo,9,9/29/2023
Epic Games,870,9/28/2023
Lululemon Studio,120,9/28/2023
Snap,170,9/27/2023
Fi.Money,30,9/27/2023
Dunzo,150,9/26/2023
Flexe,131,9/26/2023
Lucid Software,75,9/25/2023
Eat Just,40,9/22/2023
Appsmith,35,9/22/2023
Roblox,30,9/22/2023
DealShare,130,9/21/2023
Merative,100,9/21/2023
Cisco,350,9/17/2023
Sage Therapeutics copy,290,9/15/2023
7shifts,30,9/15/2023
Airtable,237,9/14/2023
Project44,116,9/14/2023
VideoAmp,40,9/14/2023
Google,75,9/13/2023
Evolve,175,9/12/2023
Binance.US,100,9/12/2023
Paper,87,9/12/2023
Homeday,40,9/12/2023
At-Bay,27,9/12/2023
Eurora,111,9/11/2023
Chargebee,100,9/11/2023
Divvy Homes,94,9/11/2023
Grabango,34,9/11/2023
Drift,100,9/7/2023
Roku,360,9/6/2023
ForeScout,40,9/6/2023
MaxMilhas,82,9/5/2023
Absci,30,9/5/2023
Hodinkee,24,9/5/2023
mPharma,150,9/4/2023
Xolo,24,9/4/2023
Nexar,17,9/4/2023
Khatabook,42,9/1/2023
Pegasystems,240,8/31/2023
Biofourmis,120,8/31/2023
Malwarebytes,100,8/31/2023
SkyKick,140,8/30/2023
Omuni,60,8/30/2023
Kenko Health,50,8/30/2023
Huma,45,8/30/2023
Zeplin,37,8/30/2023
Kenko Health,50,8/29/2023
Zebra Technologies,700,8/28/2023
CoinSwitch,44,8/28/2023
HackerRank,53,8/27/2023
Cuemath,100,8/26/2023
Captiv8,8,8/24/2023
Atlas,150,8/23/2023
Veriff,101,8/23/2023
BlackLine,95,8/23/2023
Rivos,24,8/23/2023
Getir,2500,8/22/2023
Twiga,283,8/20/2023
Spartan Poker,125,8/19/2023
Times Internet ,100,8/18/2023
Detectify,30,8/18/2023
Illumina,151,8/17/2023
AppFolio,149,8/17/2023
Intel,140,8/17/2023
StreamElements,60,8/17/2023
FlexCar,20,8/16/2023
SecureWorks,300,8/14/2023
Easee,200,8/14/2023
Shutterfly,246,8/10/2023
SHINE Technologies,59,8/10/2023
Hike,55,8/10/2023
Blend,150,8/9/2023
Niantic,100,8/9/2023
Babylon Health,94,8/9/2023
Dealtale,70,8/9/2023
Thoughtworks,579,8/8/2023
Rapid7,470,8/8/2023
MPL,350,8/8/2023
Doximity,100,8/8/2023
23andMe,71,8/8/2023
Caliva,54,8/8/2023
Qomplx,60,8/4/2023
CodeClan,57,8/4/2023
Top Hat,42,8/4/2023
Discord,37,8/3/2023
Bardee,30,8/3/2023
Spinny,300,8/2/2023
Tekion,300,8/2/2023
BetterUp,100,8/2/2023
Augury,70,8/2/2023
Gem,70,8/2/2023
Gupy,58,8/2/2023
Salesforce,50,8/2/2023
FamPay,18,8/2/2023
Vesttoo,150,8/1/2023
Planet,117,8/1/2023
Paper,106,8/1/2023
Archipelago,40,8/1/2023
Qoala,80,7/31/2023
Fable,13,7/31/2023
Nexar,12,7/31/2023
Kape Technologies,200,7/30/2023
Eroad,200,7/28/2023
Kape,180,7/28/2023
Milkbasket,400,7/27/2023
Wish,255,7/27/2023
Point,61,7/27/2023
Akseleran,60,7/27/2023
Verbit,60,7/27/2023
Copia,350,7/26/2023
Figure,90,7/26/2023
Calendly,60,7/26/2023
Myntra,50,7/26/2023
Deep Instict,46,7/25/2023
PathAI,87,7/21/2023
Viaplay,450,7/20/2023
Stoa,80,7/20/2023
AgentSync,67,7/19/2023
Inspirato,50,7/19/2023
Tilia,28,7/19/2023
Microsoft,1000,7/18/2023
Cameo,80,7/18/2023
Sarcos,75,7/17/2023
Binance,1000,7/14/2023
PayScale,14,7/14/2023
Navi Technologies,200,7/13/2023
Skill Lync,200,7/13/2023
Amazon,80,7/13/2023
AudioCodes,80,7/13/2023
Tempo Automation,62,7/13/2023
Uber Freight,40,7/13/2023
Deepwatch,30,7/13/2023
Centr,22,7/13/2023
Factorial,20,7/13/2023
Peloton,11,7/13/2023
Stitch Fix,400,7/12/2023
Dapper Labs,51,7/12/2023
DeepVerge,50,7/12/2023
Freightos,50,7/12/2023
WayCool,300,7/11/2023
Matterport,170,7/11/2023
Everquote,100,7/11/2023
Sisense,100,7/11/2023
Rad Power Bikes,40,7/10/2023
Medsaf,30,7/7/2023
Amdocs,2000,7/6/2023
FNZ,1000,7/6/2023
Perfect Day,134,7/6/2023
Solidigm,98,7/6/2023
TytoCare,20,7/6/2023
Athennian,30,7/5/2023
Highsnobiety,24,7/3/2023
Zip,300,7/2/2023
Niantic,230,6/29/2023
Headspace,181,6/29/2023
Artsy,35,6/29/2023
Candy Digital,30,6/29/2023
Xiaomi India,30,6/29/2023
Torii,28,6/29/2023
Insider Intelligence,20,6/29/2023
ClickUp,90,6/28/2023
Ludia,55,6/28/2023
Karat,47,6/28/2023
Plex,37,6/28/2023
Selina,350,6/27/2023
New Relic,255,6/27/2023
Tibber,50,6/27/2023
Payoneer,200,6/26/2023
Robinhood,150,6/26/2023
Convoy,30,6/26/2023
Anaplan,300,6/21/2023
Uber,200,6/21/2023
Tackle.io,75,6/21/2023
Ritual,38,6/21/2023
Grab,1000,6/20/2023
OLX Group,800,6/20/2023
AvantStay,37,6/20/2023
Chingari,48,6/19/2023
Mojocare,170,6/17/2023
Nikola,270,6/16/2023
Qualcomm,84,6/16/2023
Pilot,45,6/16/2023
CareRev,100,6/15/2023
TADA,45,6/15/2023
Bitwise,900,6/14/2023
Sonos,130,6/14/2023
TrueCar,102,6/14/2023
Olo,81,6/14/2023
Mamaearth,80,6/14/2023
Western Digital,211,6/13/2023
JupiterOne,8,6/13/2023
Grubhub,400,6/12/2023
GoCardless,150,6/12/2023
Pendo,100,6/12/2023
Chegg,80,6/12/2023
TaxBit,80,6/11/2023
Trybe,128,6/9/2023
23andMe,75,6/9/2023
Expel,60,6/9/2023
Branch,186,6/8/2023
Cityblock Health,155,6/8/2023
Highspot,140,6/8/2023
Byju's,1000,6/7/2023
Nubank,296,6/7/2023
Sumo Logic,79,6/7/2023
Flatiron Health,39,6/7/2023
Coherent,196,6/6/2023
Edgio,134,6/6/2023
Reddit,90,6/6/2023
Linktree,60,6/6/2023
Dragos,50,6/6/2023
Unity,50,6/6/2023
Mara,6,6/6/2023
Spotify,200,6/5/2023
ZoomInfo,120,6/2/2023
Staffbase,90,6/2/2023
Haven Technologies,280,6/1/2023
Mural,170,6/1/2023
Glamyo Health,160,6/1/2023
Outbrain,90,6/1/2023
Zendesk,320,5/31/2023
ZipRecruiter,270,5/31/2023
Vendr,100,5/31/2023
McMakler,60,5/31/2023
Mux,40,5/31/2023
Away,22,5/31/2023
Taxfix,120,5/30/2023
Mensa Brands,30,5/30/2023
Evolve,164,5/29/2023
Project44,130,5/26/2023
DHI Group,53,5/26/2023
BenevolentAI,180,5/25/2023
Airmeet,75,5/25/2023
Circus Kitchens,35,5/25/2023
Jellysmack,13,5/25/2023
Guild,172,5/24/2023
WillowTree,120,5/24/2023
Flink,100,5/24/2023
Western Digital,60,5/24/2023
Reliance JioMart,1000,5/23/2023
Qualcomm,30,5/23/2023
AppFolio,62,5/22/2023
Moss,30,5/19/2023
Pie Insurance,63,5/18/2023
Stash,40,5/17/2023
Cerner,3000,5/16/2023
Zepz,420,5/16/2023
Lemonade,45,5/16/2023
Nuro,340,5/12/2023
Telenav,172,5/12/2023
Happay,160,5/12/2023
Slickdeals,79,5/12/2023
Toothsi,20,5/12/2023
Cornershop,250,5/11/2023
Varo,97,5/11/2023
Microsoft,158,5/10/2023
Redbubble,70,5/10/2023
Similarweb,60,5/10/2023
Stack Overflow,58,5/10/2023
Akamai,290,5/9/2023
Sonatype,100,5/9/2023
AudioCodes,80,5/9/2023
LinkedIn,716,5/8/2023
Cuemath,100,5/8/2023
Momentis Surgical,70,5/8/2023
Glean AI,5,5/8/2023
Twist Bioscience,270,5/5/2023
Meesho,251,5/5/2023
Teachmint,70,5/5/2023
Shopify,2300,5/4/2023
Sabre,1100,5/4/2023
Scribe Media,90,5/4/2023
Autograph,30,5/4/2023
Earnix,30,5/4/2023
Karma,20,5/4/2023
Unity,600,5/3/2023
Upwork,137,5/3/2023
Cars24,100,5/3/2023
Brightcove,70,5/3/2023
Healthy.io,70,5/3/2023
Zymergen,27,5/3/2023
TheSkimm,22,5/3/2023
Bishop Fox,50,5/2/2023
Zoomo,27,5/2/2023
SAS,250,5/1/2023
Lev,34,5/1/2023
Vah Vah!,150,4/30/2023
Cogito,177,4/29/2023
Cue Health,326,4/28/2023
N26,71,4/28/2023
Embark Vet,28,4/28/2023
Dropbox,500,4/27/2023
Alteryx,320,4/27/2023
Vroom,120,4/27/2023
Greenhouse,100,4/27/2023
